date,nav
2020-05-27,43.15920
2020-05-26,42.61590
2020-05-22,42.82720
2020-05-21,43.28270
2020-05-20,43.10690
2020-05-19,42.33840
2020-05-18,41.88820
2020-05-15,43.22280
2020-05-14,43.32730
2020-05-13,43.87870
2020-05-12,43.34660
2020-05-11,43.44780
2020-05-08,43.48670
2020-05-07,43.19380
2020-05-06,43.86600
2020-05-05,43.44310
2020-05-04,43.97750
2020-04-30,46.24030
2020-04-29,45.17960
2020-04-28,44.47920
2020-04-27,43.93170
2020-04-24,43.32210
2020-04-23,44.29080
2020-04-22,43.62920
2020-04-21,42.85460
2020-04-20,44.05350
2020-04-17,44.12630
2020-04-16,42.87120
2020-04-15,42.74580
2020-04-13,42.89580
2020-04-09,43.82900
2020-04-08,41.96530
2020-04-07,41.83350
2020-04-03,39.25760
2020-04-01,40.27420
2020-03-31,41.73640
2020-03-30,40.91030
2020-03-27,42.47780
2020-03-26,42.25080
2020-03-25,40.40840
2020-03-24,38.44600
2020-03-23,37.64630
2020-03-20,42.89500
2020-03-19,41.03760
2020-03-18,42.34580
2020-03-17,44.89100
2020-03-16,45.85880
2020-03-13,48.59990
2020-03-12,47.80390
2020-03-11,51.34490
2020-03-09,51.29940
2020-03-06,53.09870
2020-03-05,53.64500
2020-03-04,53.08250
2020-03-03,53.55050
2020-03-02,52.80090
2020-02-28,52.89070
2020-02-27,54.33070
2020-02-26,54.46160
2020-02-25,54.87410
2020-02-24,55.07390
2020-02-20,56.08370
2020-02-19,56.18320
2020-02-18,55.59300
2020-02-17,55.85250
2020-02-14,56.14370
2020-02-13,56.60340
2020-02-12,56.61940
2020-02-11,56.13760
2020-02-10,56.09310
2020-02-07,55.73580
2020-02-06,55.69570
2020-02-05,55.43900
2020-02-04,54.99170
2020-02-03,53.99140
2020-01-31,54.33880
2020-01-30,54.23540
2020-01-29,54.48930
2020-01-28,54.02790
2020-01-27,54.04080
2020-01-24,54.32190
2020-01-23,53.68220
2020-01-22,53.39440
2020-01-21,53.56850
2020-01-20,53.87850
2020-01-17,54.44490
2020-01-16,54.31850
2020-01-15,54.02220
2020-01-14,54.11310
2020-01-13,53.86020
2020-01-10,53.61880
2020-01-09,53.34850
2020-01-08,52.74380
2020-01-07,52.69920
2020-01-06,52.32690
2020-01-03,53.33710
2020-01-02,53.36120
2020-01-01,53.26230
2019-12-31,53.23570
2019-12-30,53.58440
2019-12-27,53.55870
2019-12-26,53.17930
2019-12-24,53.23310
2019-12-23,53.49770
2019-12-20,53.56510
2019-12-19,53.44830
2019-12-18,53.22010
2019-12-17,52.82300
2019-12-16,52.22650
2019-12-13,52.38850
2019-12-12,51.93710
2019-12-11,51.66080
2019-12-10,51.38840
2019-12-09,51.71650
2019-12-06,51.75740
2019-12-05,52.17390
2019-12-04,52.17580
2019-12-03,52.13910
2019-12-02,52.08310
2019-11-29,52.52020
2019-11-28,52.65510
2019-11-27,52.55410
2019-11-26,52.18190
2019-11-25,52.40580
2019-11-22,51.80550
2019-11-21,51.97490
2019-11-20,52.21970
2019-11-19,52.30170
2019-11-18,52.64580
2019-11-15,52.85980
2019-11-14,52.92160
2019-11-13,52.75070
2019-11-11,52.77470
2019-11-08,52.66910
2019-11-07,53.14690
2019-11-06,53.02730
2019-11-05,52.87080
2019-11-04,52.98460
2019-11-01,53.10650
2019-10-31,53.19530
2019-10-30,52.92630
2019-10-29,52.78750
2019-10-25,51.78900
2019-10-24,51.87550
2019-10-23,51.85530
2019-10-22,51.91240
